acordao,ementa,relator,comarca,orgao_julgador,data_julgamento,data_publicacao,outros_numeros
1009408-03.2021.8.26.0506,"Recurso inominado. Gratificação por acúmulo de titularidade (GAT). Delegado de polícia. GAT que tem natureza de verba indenizatória. Exclusão do regime de teto remuneratório constitucional. Possibilidade. Cumulação de cargos permitida constitucionalmente. Impossibilidade de somar-se as remunerações para efeitos do teto remuneratório. Temas 377 julgado pelo STF.
											 	




Recurso inominado. Gratificação por acúmulo de titularidade (GAT). Delegado de polícia. GAT que tem natureza de verba indenizatória. Exclusão do regime de teto remuneratório constitucional. Possibilidade. Cumulação de cargos permitida constitucionalmente. Impossibilidade de somar-se as remunerações para efeitos do teto remuneratório. Temas 377 julgado pelo STF. Precedente vinculante. Sentença de procedência mantida. Recurso não provido.",Armenio Gomes Duarte Neto,Ribeirão Preto,4ª Turma Cível,27/07/2023,27/07/2023,
1004542-94.2022.8.26.0318,"Reanálise do feito após julgamento do PUIL. Recurso inominado. Gratificação de Acúmulo De Titularidade - GAT. Pretensão de afastamento da incidência do imposto de renda. Impossibilidade. PUIL 0000016-85.2022.8.26.9021 que reconheceu o caráter remuneratório da gratificação. Mudança de entendimento em prol da necessidade de estabilização da jurisprudência. Sentença de improcedência
											 	





Reanálise do feito após julgamento do PUIL. Recurso inominado. Gratificação de Acúmulo De Titularidade - GAT. Pretensão de afastamento da incidência do imposto de renda. Impossibilidade. PUIL 0000016-85.2022.8.26.9021 que reconheceu o caráter remuneratório da gratificação. Mudança de entendimento em prol da necessidade de estabilização da jurisprudência. Sentença de improcedência mantida por seus próprios fundamentos. Recurso improvido.",Ana Carolina Aleixo Cascaldi Marcelino Gomes Cunha,Leme,2ª Turma Recursal Cível e Criminal,27/07/2023,27/07/2023,
1017314-80.2022.8.26.0224,"Voto nº Embargos de declaração - Alegação de omissão quanto à aplicação do entendimento do RE n° 609.381/GO, o qual assentou o efeito imediato e geral do teto constitucional - Inexistência de omissão, contradição ou obscuridade –- GAT verba indenizatória - Recurso desprovido.",Glaucio Roberto Brittes de Araujo,Guarulhos,Turma Cível e Criminal,26/07/2023,26/07/2023,
1022584-59.2022.8.26.0071,"AGRAVO INTERNO contra a decisão da Presidência do Colégio Recursal que negou seguimento ao Recurso Extraordinário. Julgamento dos Temas nº 377 e 384 no Supremo Tribunal Federal que deu repercussão geral ao tema de acumulação de cargos e a incidência do art. 37, XI da Constituição Federal. Acórdão recorrido em conformidade com entendimento pacificado no Supremo Tribunal Federal. Confirmação da
											 	




AGRAVO INTERNO contra a decisão da Presidência do Colégio Recursal que negou seguimento ao Recurso Extraordinário. Julgamento dos Temas nº 377 e 384 no Supremo Tribunal Federal que deu repercussão geral ao tema de acumulação de cargos e a incidência do art. 37, XI da Constituição Federal. Acórdão recorrido em conformidade com entendimento pacificado no Supremo Tribunal Federal. Confirmação da decisão monocrática que negou seguimento ao recurso extraordinário. Recurso improvido",Ana Carla Criscione dos Santos,Bauru,2ª Turma Cível,26/07/2023,26/07/2023,
1022283-68.2022.8.26.0506,"RECURSO INOMINADO. SERVIDOR PÚBLICO ESTADUAL DELEGADO DE POLÍCIA. TETO CONSTITUCIONAL REMUNERATÓRIO. INCIDÊNCIA DO REDUTOR SALARIAL SOBRE A SOMATÓRIA DA GRATIFICAÇÃO DE ACÚMULO DE FUNÇÃO (GAT) COM A REMUNERAÇÃO DA PARTE AUTORA RECEBIDA EM RAZÃO DO CARGO TITULAR. IMPOSSIBILIDADE. VANTAGEM QUE É PAGA EM DECORRÊNCIA DE ACUMULAÇÃO DE FUNÇÕES DE TITULARIDADE DE OUTROS DELEGADOS DE
											 	




RECURSO INOMINADO. SERVIDOR PÚBLICO ESTADUAL DELEGADO DE POLÍCIA. TETO CONSTITUCIONAL REMUNERATÓRIO. INCIDÊNCIA DO REDUTOR SALARIAL SOBRE A SOMATÓRIA DA GRATIFICAÇÃO DE ACÚMULO DE FUNÇÃO (GAT) COM A REMUNERAÇÃO DA PARTE AUTORA RECEBIDA EM RAZÃO DO CARGO TITULAR. IMPOSSIBILIDADE. VANTAGEM QUE É PAGA EM DECORRÊNCIA DE ACUMULAÇÃO DE FUNÇÕES DE TITULARIDADE DE OUTROS DELEGADOS DE POLÍCIA. APLICAÇÃO DA TESE JURÍDICA FIXADA PELO STF NO JULGAMENTO DO TEMA Nº 377 DE REPERCUSSÃO GERAL. BENEFÍCIO QUE DEVE SER CONSIDERADO DE FORMA ISOLADA PARA A INCIDÊNCIA DO REDUTOR SALARIAL. SENTENÇA MANTIDA. RECURSO IMPROVIDO.",Andréa Schiavo,Ribeirão Preto,2ª Turma Cível,26/07/2023,26/07/2023,
1064054-27.2022.8.26.0053,"RECURSO INOMINADO - SERVIDOR PÚBLICO DELEGADO DA POLÍCIA CIVIL – GRATIFICAÇÃO POR 	ACÚMULO DE TITULARIDADE (GAT) PRETENSÃO DE NÃO CONSIDERAÇÃO DA GRATIFICAÇÃO POR ACÚMULO DE TITULARIDADE PARA FINS DE ABATIMENTO DOS VENCIMENTOS QUE SUPEREM O TETO CONSTITUCIONAL. MODIFICAÇÃO DE ENTENDIMENTO ANTERIOR SOBRE A NATUREZA INDENIZATÓRIA DA VERBA, CONFORME DECISÃO NO PUIL Nº
											 	




RECURSO INOMINADO - SERVIDOR PÚBLICO DELEGADO DA POLÍCIA CIVIL – GRATIFICAÇÃO POR 	ACÚMULO DE TITULARIDADE (GAT) PRETENSÃO DE NÃO CONSIDERAÇÃO DA GRATIFICAÇÃO POR ACÚMULO DE TITULARIDADE PARA FINS DE ABATIMENTO DOS VENCIMENTOS QUE SUPEREM O TETO CONSTITUCIONAL. MODIFICAÇÃO DE ENTENDIMENTO ANTERIOR SOBRE A NATUREZA INDENIZATÓRIA DA VERBA, CONFORME DECISÃO NO PUIL Nº 0000016-85.2022.8.26.9021. CONSIDERAÇÃO PARA  PARA FINS DE CÁLCULO DO REDUTOR DE VENCIMENTOS PARA ADEQUAÇÃO AO TETO CONSTITUCIONAL. Sentença reformada. Recurso provido.",PATRÍCIA MARTINS CONCEIÇÃO,São Paulo,7ª Turma - Fazenda Pública,25/07/2023,25/07/2023,
1058652-96.2021.8.26.0053,"EMBARGOS DE DECLARAÇÃO –  Apelação e remessa necessária –  Mandado de segurança - Delegado de Polícia - Gratificação por acúmulo de titularidade (GAT) - Teto remuneratório - Percepção dos vencimentos regulares e da gratificação por acúmulo de titularidade (GAT) instituída pela Lei nº 1.020/2007 –  V. acórdão que, por unanimidade de voto, negou provimento aos recursos – 
											 	




EMBARGOS DE DECLARAÇÃO –  Apelação e remessa necessária –  Mandado de segurança - Delegado de Polícia - Gratificação por acúmulo de titularidade (GAT) - Teto remuneratório - Percepção dos vencimentos regulares e da gratificação por acúmulo de titularidade (GAT) instituída pela Lei nº 1.020/2007 –  V. acórdão que, por unanimidade de voto, negou provimento aos recursos –  Embargante que alega contradição e omissão no julgado –  Não ocorrência da alegada omissão- Embargos de declaração sujeitos aos limites traçados pelo artigo 1.022 do Código de Processo Civil –  Embargos rejeitados.",Eduardo Gouvêa,São Paulo,7ª Câmara de Direito Público,25/07/2023,25/07/2023,
1012185-71.2022.8.26.0361,"Recurso inominado -  Delegado(a) de Polícia (SP) - ""gratificação por acúmulo de titularidade – GAT"" - Legalidade – Redutor salarial –Descabimento - Sentença confirmada por seus próprios fundamentos. Recurso a que se nega provimento.",Carlos Eduardo Xavier Brito,Mogi das Cruzes,2ª Turma Recursal Cível e Criminal,25/07/2023,25/07/2023,
1004434-86.2022.8.26.0505,"Teto remuneratório –  Delegado de Polícia –  Cumulação lícita de cargos/funções –  Recebimento dos vencimentos regulares e da Gratificação por Acúmulo de Titularidade (GAT), nos termos da Lei Complementar Estadual nº 1.020/2007 –  Pretensão de incidência do teto constitucional de forma isolada nas retribuições do cargo e do acúmulo de funções –  Admissibilidade – 
											 	




Teto remuneratório –  Delegado de Polícia –  Cumulação lícita de cargos/funções –  Recebimento dos vencimentos regulares e da Gratificação por Acúmulo de Titularidade (GAT), nos termos da Lei Complementar Estadual nº 1.020/2007 –  Pretensão de incidência do teto constitucional de forma isolada nas retribuições do cargo e do acúmulo de funções –  Admissibilidade –  Teto remuneratório que deve incidir separadamente sobre os vencimentos regulares e sobre a GAT, sob pena de enriquecimento ilícito da Administração – Tese firmada pelo C. STF em sede de repercussão geral no julgamento dos Recursos Extraordinários nº 612.975 e 602.043 (Temas nº 377 e 384) –  Natureza indenizatória da GAT, ademais, que elide a aplicação do redutor salarial –  Art. 37, § 11, da Constituição Federal –  Sentença de procedência mantida –  Recurso não provido.",Aléssio Martins Gonçalves,Ribeirão Pires,2ª Turma Recursal - Fazenda Pública,25/07/2023,25/07/2023,
1055759-18.2021.8.26.0576,"AGRAVO INTERNO –  Decisão monocrática que negou seguimento ao recurso extraordinário.
- A questão referente à acumulação de cargos, funções ou empregos públicos e a incidência do teto remuneratório sobre cada remuneração considerada isoladamente é idêntica a matéria examinada pela Suprema Corte no leading case AI n. 612.975/MT –  Tema 377.
Nega-se provimento ao recurso.",Wanderley José Federighi(Pres. da Seção de Direito Público),São José do Rio Preto,Câmara Especial de Presidentes,25/07/2023,25/07/2023,
1034597-47.2022.8.26.0053,"AGRAVO INTERNO –  Decisão monocrática que negou seguimento ao recurso extraordinário.
- A questão referente à acumulação de cargos, funções ou empregos públicos e a incidência do teto remuneratório sobre cada remuneração considerada isoladamente é idêntica a matéria examinada pela Suprema Corte no leading case AI n. 612.975/MT –  Tema 377 e RE n. 602.043/MT, Tema 384.

- Inviabilidade
											 	




AGRAVO INTERNO –  Decisão monocrática que negou seguimento ao recurso extraordinário.
- A questão referente à acumulação de cargos, funções ou empregos públicos e a incidência do teto remuneratório sobre cada remuneração considerada isoladamente é idêntica a matéria examinada pela Suprema Corte no leading case AI n. 612.975/MT –  Tema 377 e RE n. 602.043/MT, Tema 384.

- Inviabilidade de reexame de prova em Recurso Extraordinário, nos termos da Súmula 7/STJ. 
Nega-se provimento ao recurso.",Wanderley José Federighi(Pres. da Seção de Direito Público),São Paulo,Câmara Especial de Presidentes,25/07/2023,25/07/2023,
1065480-74.2022.8.26.0053,AGRAVO INTERNO. GAT. DISCUSSÃO SOBRE NATUREZA JURÍDICA DA VERBA. NEGATIVA DE SEGUIMENTO AO RE. STF QUE JÁ JULGOU A MATÉRIA EM SENTIDO CONTRÁRIO EM SEDE DE RECLAMAÇÃO. NECESSIDADE DE PROCESSAMENTO DO RECURSO EXTRAORDINÁRIO. RECURSO PROVIDO.,Larissa Kruger Vatzco,São Paulo,6ª Turma - Fazenda Pública,24/07/2023,24/07/2023,
1038895-82.2022.8.26.0053,RECURSO INOMINADO. GRATIFICAÇÃO POR ACÚMULO DE TITULARIDADE (GAT). CARÁTER REMUNERATÓRIO. PUIL 0000016-85.2022.8.26.9021. RECLAMAÇÃO N.º 57.290 QUE AFASTOU AS HIPÓTESES DOS TEMAS 377 E 384 EM RELAÇÃO À GAT. RETENÇÃO DE TETO QUE DEVE SER REALIZADA. RECURSO PROVIDO.,Larissa Kruger Vatzco,São Paulo,6ª Turma - Fazenda Pública,24/07/2023,24/07/2023,
1023188-74.2022.8.26.0053,RECURSO INOMINADO. GRATIFICAÇÃO POR ACÚMULO DE TITULARIDADE (GAT). CARÁTER REMUNERATÓRIO. PUIL 0000016-85.2022.8.26.9021. RECLAMAÇÃO N.º 57.290 QUE AFASTOU AS HIPÓTESES DOS TEMAS 377 E 384 EM RELAÇÃO À GAT. RETENÇÃO DE TETO QUE DEVE SER REALIZADA. RECURSO PROVIDO.,Larissa Kruger Vatzco,São Paulo,6ª Turma - Fazenda Pública,24/07/2023,24/07/2023,
1003186-71.2022.8.26.0445,GAT – natureza indenizatória – não subsunção ao teto – sentença mantida.,Alexandre Levy Perrucci,Pindamonhangaba,2º Turma Cível e Criminal,24/07/2023,24/07/2023,
1064034-36.2022.8.26.0053,AGRAVO INTERNO. GAT. DISCUSSÃO SOBRE NATUREZA JURÍDICA DA VERBA. NEGATIVA DE SEGUIMENTO AO RE. STF QUE JÁ JULGOU A MATÉRIA EM SENTIDO CONTRÁRIO EM SEDE DE RECLAMAÇÃO. NECESSIDADE DE PROCESSAMENTO DO RECURSO EXTRAORDINÁRIO. RECURSO PROVIDO.,Larissa Kruger Vatzco,São Paulo,6ª Turma - Fazenda Pública,24/07/2023,24/07/2023,
1007785-65.2022.8.26.0053,"Embargos de declaração. Acórdão proferido no julgamento de recurso inominado. Delegado de Polícia. Gratificação por Acúmulo de Titularidade –  GAT. Verba de natureza remuneratória. Aplicação do recente entendimento fixado pela C. Turma de Uniformização deste Juizados Especiais nos autos do PUIL nº 0000016-85.2022.8.26.9021. Questão tratada expressamente no acórdão embargado. Caráter
											 	




Embargos de declaração. Acórdão proferido no julgamento de recurso inominado. Delegado de Polícia. Gratificação por Acúmulo de Titularidade –  GAT. Verba de natureza remuneratória. Aplicação do recente entendimento fixado pela C. Turma de Uniformização deste Juizados Especiais nos autos do PUIL nº 0000016-85.2022.8.26.9021. Questão tratada expressamente no acórdão embargado. Caráter infringente. Embargos conhecidos e desprovidos.",Márcia Helena Bosch,São Paulo,3ª Turma - Fazenda Pública,21/07/2023,21/07/2023,
1001383-59.2022.8.26.0346,Delegado de Polícia. Pedido de exclusão da  Gratificação por Acúmulo de Titularidade - GAT no cômputo das verbas que compõem os vencimentos para aplicação do redutor salarial do Poder Executivo. Pedido julgado procedente. Correção da sentença. Recurso da FESP improvido.,Darci Lopes Beraldo,Martinópolis,3ª Turma Cível,20/07/2023,20/07/2023,
1005391-03.2023.8.26.0554,"Teto remuneratório – Impossibilidade de soma do montante recebido a título de Gratificação por Acúmulo de Titularidade-GAT para este fim, sob pena de enriquecimento ilícito da Administração – Caráter indenizatório da verba, a afastar a aplicação do limitador – Tese fixada no julgamento do Tema 377 pelo STF que, de qualquer modo, estabelece, para fins de aplicação do
											 	




Teto remuneratório – Impossibilidade de soma do montante recebido a título de Gratificação por Acúmulo de Titularidade-GAT para este fim, sob pena de enriquecimento ilícito da Administração – Caráter indenizatório da verba, a afastar a aplicação do limitador – Tese fixada no julgamento do Tema 377 pelo STF que, de qualquer modo, estabelece, para fins de aplicação do teto, sejam consideradas individualmente as remunerações recebidas em cada cargo para as hipóteses em que autorizada a cumulação, sem possibilidade de soma – Precedentes – Valor da condenação que deve ser aferido em sede de cumprimento de sentença – Recurso provido.",Marcelo Franzin Paulo,Santo André,2ª Turma Recursal - Fazenda Pública,19/07/2023,19/07/2023,
1070057-95.2022.8.26.0053,"Recurso inominado – Delegado de Polícia - Gratificação por acúmulo de titularidade (GAT) – Improcedência – Insurgência - Possibilidade de pagamento - Gratificação prevista na Lei Complementar Estadual nº 1.020/07 - Mais de uma designação para acumulação da função para o mesmo período, comprovada nos termos da lei, a qual deve ensejar pagamento, sob pena de enriquecimento ilícito da
											 	




Recurso inominado – Delegado de Polícia - Gratificação por acúmulo de titularidade (GAT) – Improcedência – Insurgência - Possibilidade de pagamento - Gratificação prevista na Lei Complementar Estadual nº 1.020/07 - Mais de uma designação para acumulação da função para o mesmo período, comprovada nos termos da lei, a qual deve ensejar pagamento, sob pena de enriquecimento ilícito da Administração Pública - Decreto regulamentar que não pode restringir a abrangência da lei - Sentença Reformada - Recurso Provido",Paula Fernanda de Souza Vasconcelos Navarro,São Paulo,5ª Turma - Fazenda Pública,19/07/2023,19/07/2023,
1050638-89.2022.8.26.0053,"Recurso inominado. Gratificação de Acúmulo De Titularidade - GAT. Pretensão de afastamento do teto remuneratório constitucional. Impossibilidade. PUIL 0000016-85.2022.8.26.9021 que reconheceu o caráter remuneratório da gratificação. Mudança de entendimento em prol da necessidade de estabilização da jurisprudência. Sentença de improcedência mantida por seus próprios fundamentos.
											 	




Recurso inominado. Gratificação de Acúmulo De Titularidade - GAT. Pretensão de afastamento do teto remuneratório constitucional. Impossibilidade. PUIL 0000016-85.2022.8.26.9021 que reconheceu o caráter remuneratório da gratificação. Mudança de entendimento em prol da necessidade de estabilização da jurisprudência. Sentença de improcedência mantida por seus próprios fundamentos. Recurso improvido.",Fábio Aguiar Munhoz Soares,São Paulo,1ª Turma - Fazenda Pública,17/07/2023,17/07/2023,
1004400-64.2021.8.26.0047,"Recurso Inominado. Delegado de Polícia. Gratificação por acúmulo de titularidade (GAT) . Parcial procedência. Insurgência de ambas as partes. Recurso da parte requerida. Não é o caso de anulação da sentença, mas sim de alteração, visto que, ao reconhecer como devido apenas o período já pago pela Administração Pública, reconheceu por via reversa que a pretensão inicial não comporta
											 	




Recurso Inominado. Delegado de Polícia. Gratificação por acúmulo de titularidade (GAT) . Parcial procedência. Insurgência de ambas as partes. Recurso da parte requerida. Não é o caso de anulação da sentença, mas sim de alteração, visto que, ao reconhecer como devido apenas o período já pago pela Administração Pública, reconheceu por via reversa que a pretensão inicial não comporta deferimento. Afastada a condenação imposta.  Recurso da parte autora.  Possibilidade de pagamento.  Gratificação prevista na Lei Complementar Estadual nº 1.020/07. Mais de uma designação para acumulação da função para o mesmo período, comprovada nos termos da lei, a qual deve ensejar pagamento, sob pena de enriquecimento ilícito da Administração Pública.  Decreto regulamentar que não pode restringir a abrangência da lei. Sentença alterada para afastar condenação imposta para pagamento de verba já paga e reconhecer o direito ao pagamento de designações de acumulação para mais de uma unidade policial para o mesmo período. Recurso da parte requerida parcialmente provido. Recurso da parte requerente provido.",Adilson Russo de Moraes,Assis,1ª Turma Recursal Cível,15/07/2023,15/07/2023,
